hub_state,hub_city,city,state,latitude,longitude,distance_miles,delivery_count
VT,Rutland,Montpelier,VT,44.2659,-72.5717,49.68,5
VT,Rutland,New Haven,VT,44.1266,-73.151,36.77,1
VT,Rutland,North Bennington,VT,42.924,-73.2411,49.15,0
VT,Rutland,North Springfield,VT,43.3304,-72.5277,29.69,1
VT,Rutland,Rutland,VT,43.6092,-72.9783,0.0,26
VT,Rutland,Vergennes,VT,44.1664,-73.2557,40.9,21
WA,Vancouver,Vancouver,WA,45.6366,-122.5967,0.0,1
WI,Oshkosh,Allenton,WI,43.4218,-88.3448,42.91,0
WI,Oshkosh,Appleton,WI,44.278,-88.3892,19.61,7
WI,Oshkosh,Beaver Dam,WI,43.4688,-88.8309,40.56,3
WI,Oshkosh,Black Creek,WI,44.4742,-88.4506,31.68,1
WI,Oshkosh,Brownsville,WI,43.6147,-88.4953,28.38,0
WI,Oshkosh,Cambria,WI,43.5416,-89.1108,43.07,0
WI,Oshkosh,Campbellsport,WI,43.5975,-88.2814,32.54,1
WI,Oshkosh,Chilton,WI,44.0293,-88.1625,19.85,1
WI,Oshkosh,Clintonville,WI,44.6222,-88.7513,42.47,1
WI,Oshkosh,Clyman,WI,43.3116,-88.7232,49.79,0
WI,Oshkosh,Combined Locks,WI,44.2642,-88.3064,20.95,2
WI,Oshkosh,De Pere,WI,44.4308,-88.0785,36.98,5
WI,Oshkosh,Endeavor,WI,43.7146,-89.4684,49.92,0
WI,Oshkosh,Fond Du Lac,WI,43.7718,-88.4397,18.37,0
WI,Oshkosh,Friesland,WI,43.5886,-89.067,39.17,0
WI,Oshkosh,Green Bay,WI,44.5148,-87.9895,44.25,12
WI,Oshkosh,Hartford,WI,43.3223,-88.3784,49.25,0
WI,Oshkosh,Hobart,WI,44.4967,-88.1602,38.31,6
WI,Oshkosh,Horicon,WI,43.4454,-88.6403,40.08,0
WI,Oshkosh,Hortonville,WI,44.3368,-88.6361,22.01,1
WI,Oshkosh,Kaukauna,WI,44.2773,-88.2641,22.97,0
WI,Oshkosh,Kimberly,WI,44.267,-88.3378,20.21,3
WI,Oshkosh,Kohler,WI,43.7364,-87.7795,43.7,1
WI,Oshkosh,Little Chute,WI,44.2906,-88.3208,22.03,1
WI,Oshkosh,Lomira,WI,43.5946,-88.4421,30.18,1
WI,Oshkosh,Manawa,WI,44.4613,-88.9204,35.12,0
WI,Oshkosh,Manitowoc,WI,44.0991,-87.6812,44.04,1
WI,Oshkosh,Markesan,WI,43.7098,-88.9907,30.39,0
WI,Oshkosh,Menasha,WI,44.2125,-88.4271,14.72,0
WI,Oshkosh,Neenah,WI,44.1669,-88.4767,10.82,14
WI,Oshkosh,New London,WI,44.3949,-88.7395,27.18,0
WI,Oshkosh,North Fond du Lac,WI,43.8107,-88.486,15.13,0
WI,Oshkosh,Oakfield,WI,43.6843,-88.5476,23.39,0
WI,Oshkosh,Oshkosh,WI,44.0227,-88.5619,0.0,49
WI,Oshkosh,Pardeeville,WI,43.5358,-89.301,49.91,0
WI,Oshkosh,Plymouth,WI,43.7447,-87.966,35.35,2
WI,Oshkosh,Pulaski,WI,44.6684,-88.2351,47.45,0
WI,Oshkosh,Random Lake,WI,43.5541,-87.9548,44.33,1
WI,Oshkosh,Redgranite,WI,44.0513,-89.1059,27.09,0
WI,Oshkosh,Ripon,WI,43.8436,-88.8386,18.51,0
WI,Oshkosh,Sheboygan,WI,43.7403,-87.7316,45.72,6
WI,Oshkosh,Sheboygan Falls,WI,43.729,-87.8266,41.87,1
WI,Oshkosh,Waupaca,WI,44.3506,-89.0719,33.94,0
WI,Oshkosh,West Bend,WI,43.4173,-88.1818,45.93,1
WI,Oshkosh,Weyauwega,WI,44.324,-88.9333,27.79,0
WI,Oshkosh,Winneconne,WI,44.1111,-88.7116,9.62,2
WI,Oshkosh,Wrightstown,WI,44.3263,-88.1756,28.4,3
WV,Culloden,Apple Grove,WV,38.6663,-82.1706,18.16,7
WV,Culloden,Barboursville,WV,38.4067,-82.2964,12.24,2
WV,Culloden,Big Creek,WV,38.0054,-82.0361,28.39,1
WV,Culloden,Charleston,WV,38.3484,-81.6322,24.19,30
WV,Culloden,Cross Lanes,WV,38.4351,-81.7707,16.28,1
WV,Culloden,Culloden,WV,38.4154,-82.0705,0.0,68
WV,Culloden,Delbarton,WV,37.7052,-82.186,49.47,1
WV,Culloden,Dixie,WV,38.2511,-81.1944,48.82,0
WV,Culloden,Dunbar,WV,38.3688,-81.7345,18.48,3
WV,Culloden,Eleanor,WV,38.5371,-81.9254,11.5,1
WV,Culloden,Handley,WV,38.1863,-81.3673,41.28,0
WV,Culloden,Huntington,WV,38.4109,-82.4345,19.71,37
WV,Culloden,Hurricane,WV,38.4293,-82.0182,2.99,5
WV,Culloden,Institute,WV,38.3797,-81.7662,16.66,0
WV,Culloden,Kermit,WV,37.8425,-82.4086,43.64,0
WV,Culloden,Lesage,WV,38.487,-82.293,13.02,3
WV,Culloden,Logan,WV,37.8509,-81.9857,39.27,1
WV,Culloden,Madison,WV,38.0631,-81.8046,28.3,1
WV,Culloden,Milton,WV,38.433,-82.1303,3.46,0
WV,Culloden,Nitro,WV,38.4117,-81.8193,13.6,19
WV,Culloden,Poca,WV,38.4748,-81.8119,14.58,22
WV,Culloden,Point Pleasant,WV,38.853,-82.1303,30.41,15
WV,Culloden,Prichard,WV,38.2362,-82.6028,31.4,5
WV,Culloden,Ravenswood,WV,38.9561,-81.7619,40.9,21
WV,Culloden,Ripley,WV,38.8201,-81.7091,34.1,1
WV,Culloden,Shrewsbury,WV,38.2079,-81.4671,35.72,0
WV,Culloden,South Charleston,WV,38.3426,-81.7155,19.88,24
WV,Culloden,Spencer,WV,38.8024,-81.3531,47.07,2
WV,Culloden,Teays Valley,WV,38.4482,-81.9246,8.22,0
WV,Culloden,Wayne,WV,38.2301,-82.4415,23.84,1
WY,Cheyenne,Cheyenne,WY,41.135,-104.7902,0.0,1
